Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[1, 3]	[[-136.4, -120.21880096982116], [-0.76, 1.71]]	0	0.1	1.0	1	4.9509631999999995	55	55	0.5	4.9509631999999995	0	0	0	0	1
[3, 2, 1]	[[1.814, 4.334], [23.0045, 19.29], [-17.060000000000002, 433.06]]	0	0.1	1.0	1	33.862642272090405	431	431	0.75	33.862642272090405	0	0	0	0	1
[1]	[[-136.4, 170.5]]	0	1.0	1.0	13	800.2793082971782	399944	11764	0.25	10105.903827791297	134888	134888	12816	12816	1
[0]	[[0.615504, 0.7450995]]	0	0.996099151989563	0.996099151989563	4	825.2726473749505	399987	110112	0.25	3193.0196212762507	76351	76650	9691	9728	1
[0]	[[0.5749799999999999, 0.7450995]]	0	0.9876051739294236	0.9876051739294236	12	822.4627671980319	399987	170941	0.25	9476.15797844355	78643	79630	9980	10099	1
[3]	[[2.898, 5.102]]	0	0.9745073721923659	0.9745073721923659	3	734.7433899636677	399936	173877	0.25	2121.1096404546925	14144	14514	1631	1671	1
[0]	[[0.5175940000000001, 0.77293]]	0	0.9739778066580026	0.9739778066580026	2	816.1552792037563	399987	182195	0.25	1540.8618115463646	97427	100030	8032	8246	1
[1]	[[-136.4, 156.71066494249848]]	0	1.0	1.0	3	800.287373324799	399944	200323	0.25	2332.190722593743	65150	65150	12037	12037	1
[0]	[[0.49836650000000005, 0.77293]]	0	0.9684870449054404	0.9684870449054404	10	810.3225391566514	399987	207980	0.25	7526.307957661482	92998	96024	17851	18432	1
[1]	[[-136.4, 159.65147640239087]]	0	1.0	1.0	2	800.2873646065179	399944	224667	0.25	1554.7937724927633	57918	57918	12182	12182	1
[1]	[[1010.0748952414732, 1057.96]]	1	0.34097421203438394	0.34097421203438394	1	542.7086216356822	399248	227904	0.25	542.7086216356822	238	698	51	149	1
[3]	[[2.574, 4.626]]	0	0.9673202614379085	0.9673202614379085	2	737.0879151628172	399936	233081	0.25	1421.399734883804	18796	19431	4151	4292	1
[3]	[[-0.04999999999999993, 1.85]]	0	0.9396057970157636	0.9396057970157636	1	702.1323510057999	399971	233158	0.25	732.3109972313044	127139	135311	28102	29898	1
[1]	[[-136.4, -136.4]]	0	0.1	1.0	9	856.7988759503576	239891	239891	0.25	7711.189883553218	0	0	0	0	1
[2]	[[24.0395, 28.3605]]	0	0.9300679501698754	0.9300679501698754	4	728.7703469020255	399987	245020	0.25	2851.091150322449	82125	88300	19546	21007	1
[0]	[[0.6269385000000001, 0.7896615]]	0	0.9982925754571491	0.9982925754571491	3	834.5100382463019	399944	246227	0.25	2479.335555233477	36250	36312	8689	8704	1
[0]	[[0.480032, 0.7635645]]	0	0.9647816909232307	0.9647816909232307	10	810.3209776834708	399987	246552	0.25	7526.260305281701	78156	81009	18770	19456	1
[0]	[[0.20069, 0.35848199999999997]]	0	0.962248971129746	0.962248971129746	1	660.4063094947841	399907	254428	0.25	677.6090988000003	31097	32317	7883	8192	1
[0]	[[0.6031765, 0.7639305]]	0	0.9930565497494631	0.9930565497494631	3	824.644062659401	399987	256307	0.25	2389.009851007699	41619	41910	10677	10752	1
[1]	[[-119.6, 170.5]]	0	1.0	1.0	4	800.2793082971782	399944	261272	0.25	3109.50887008963	48205	48205	12816	12816	1
[3]	[[3.5320000000000005, 4.632]]	0	0.9802727715538236	0.9802727715538236	8	700.0868854428307	399936	261595	0.25	5600.695083542646	4025	4106	1071	1093	1
[1]	[[-136.4, 153.48712316178168]]	0	1.0	1.0	2	806.8816166559988	399944	264016	0.25	1586.992268828119	43867	43867	11890	11890	1
[1]	[[848.6800000000001, 1036.38]]	1	0.2589890568004169	0.2589890568004169	1	680.0070173158462	399821	274406	0.25	680.0070173158462	1491	5757	432	1684	1
[3]	[[2.898, 4.626]]	0	0.9744488977955912	0.9744488977955912	2	734.7779205291522	399936	274565	0.25	1414.1810016536006	7780	7984	2280	2340	1
[1]	[[-131.3680055240364, 170.5]]	0	1.0	1.0	2	800.2793082971782	399944	274807	0.25	1554.754435044815	43481	43481	12816	12816	1
[2]	[[19.2885, 23.311500000000002]]	0	0.9818413036406116	0.9818413036406116	5	662.5951505267552	399995	278230	0.25	3552.8117450981945	33199	33813	10040	10228	1
[0]	[[0.6031765, 0.7896615]]	0	0.9930221434399708	0.9930221434399708	2	824.644062659401	399987	278295	0.25	1592.6732340051328	35293	35541	10677	10752	1
[1]	[[-94.14000000000001, 156.71066494249848]]	0	1.0	1.0	4	800.287373324799	399944	279594	0.25	3109.5876301249905	39280	39280	12037	12037	1
