Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[1]	[[-136.4, 170.5]]	0	1.0	1.0	3	790.2718617417005	799986	11764	0.25	2328.4966593550225	273866	273866	12816	12816	1
[1]	[[-136.4, -136.4]]	0	0.1	1.0	4	856.7988759503576	239891	239891	0.25	3427.1955038014303	0	0	0	0	1
[1]	[[-136.4, 171.26728306754478]]	0	1.0	1.0	13	790.2718617417111	799986	344948	0.25	10090.152190540037	158721	158721	12866	12866	1
[0]	[[0.6031765, 0.7450995]]	0	0.9929670599157449	0.9929670599157449	4	813.4634420284553	799959	408910	0.25	3184.8095582859305	113374	114177	10677	10752	1
[3]	[[3.363228979359332, 4.632]]	0	0.9796386864956582	0.9796386864956582	7	691.1324799429138	799936	462362	0.25	4853.9091995004965	9815	10019	1071	1093	1
[0]	[[0.6466625, 0.7699375]]	0	1.0	1.0	11	842.3544990059622	799959	473555	0.25	9305.943729650819	63564	63564	7168	7168	1
[3]	[[2.898, 4.854]]	0	0.9746033408388752	0.9746033408388752	4	723.372617767566	799936	499314	0.25	2814.97357630911	18612	19097	2280	2340	1
[3]	[[2.074, 4.126]]	0	0.960833768713856	0.960833768713856	1	703.5820956096338	799936	499895	0.25	726.3848251710275	53333	55507	6554	6823	1
[0]	[[0.5175940000000001, 0.7635645]]	0	0.9740405768760694	0.9740405768760694	4	803.5195545225477	799959	532424	0.25	3049.091589137336	119544	122730	16457	16896	1
[1]	[[-136.4, 170.54415328342066]]	0	1.0	1.0	5	790.2718617417005	799986	535659	0.25	3880.8277655917036	91834	91834	12816	12816	1
[0]	[[0.5422490000000001, 0.760389]]	0	0.9797785962631671	0.9797785962631671	4	804.1448390526109	799959	559635	0.25	3078.2086690576243	94967	96927	14549	14848	1
[1]	[[-136.4, 101.11528924081664]]	0	1.0	1.0	2	783.4220198752829	799959	566370	0.25	1563.179236176327	57137	57137	8218	8218	1
[0]	[[0.20069, 0.3394375]]	0	0.9755523318033723	0.9755523318033723	3	668.2981949730786	799907	566656	0.25	2015.9837919198776	41021	42049	5839	5986	1
